41073,61967,50057,50331,,,,43030340,44488654,43987645,43459813,
26275,24306,25677,23821,,,,42224824,44432533,42568273,42064943,
23507,22690,22598,22100,,,,41736596,44434234,41848812,41418123,
21628,22225,21961,22055,,,,41383146,44413569,41460641,41137011,
21578,21261,22133,22536,,,,41224840,44383883,41179321,40902147,
22427,21541,20876,21669,,,,,,,,
40612,59935,50114,51362,,,,,,,,
25665,23489,25789,23590,,,,28.68689333,29.65910267,29.32509667,28.97320867,10%
22278,22466,22342,21399,,,,28.14988267,29.62168867,28.37884867,28.04329533,30%
21865,21781,21833,22229,,,,27.82439733,29.62282267,27.899208,27.612082,50%
21892,22106,21590,20793,,,,27.588764,29.609046,27.64042733,27.424674,70%
22000,21909,20980,21416,,,,27.48322667,29.58925533,27.45288067,27.268098,90%
42309,60999,50961,50337,,,,,,,,
23817,24345,25690,24834,,,,,,,,文獻[7]
23282,21943,23431,21098,,,,,,,,被動式
21451,22452,21718,21802,,,,,,,,主動式
22284,22471,21781,21172,,,,,,,,混合式
22179,22367,21940,22232,,,,,,,,
41023,61095,51544,51356,,,,,,,,
26247,23024,25726,24248,,,,,,,,
23150,22549,21854,22802,,,,,,,,
21701,21809,21957,21919,,,,,,,,
21196,21165,20634,22107,,,,,,,,
21510,21618,21671,21624,,,,,,,,
43231,59627,49832,52732,,,,,,,,
25649,23846,25838,24227,,,,,,,,
22532,21807,23623,22170,,,,,,,,
21990,22393,22215,21956,,,,,,,,
21172,21394,21901,21983,,,,,,,,
21644,21594,21559,21540,,,,,,,,
47515,69139,54488,57387,,,,,,,,
29889,28007,30996,27400,,,,,,,,
27768,26288,28388,27211,,,,,,,,
26414,26185,26150,26240,,,,,,,,
26674,26837,27342,26474,,,,,,,,
25969,26555,26967,27465,,,,,,,,
46583,67238,56653,55912,,,,,,,,
30664,28937,29568,28041,,,,,,,,
27371,27181,27643,26204,,,,,,,,
27640,26060,26547,26588,,,,,,,,
27016,26826,27327,27246,,,,,,,,
27129,27363,26269,28267,,,,,,,,
46292,69675,55249,55903,,,,,,,,
30711,28527,30667,28477,,,,,,,,
28266,27521,28438,26649,,,,,,,,
26801,26024,27281,26715,,,,,,,,
26745,27126,27070,27803,,,,,,,,
26720,26233,27274,26324,,,,,,,,
48243,65275,53446,56884,,,,,,,,
30903,27452,30045,28513,,,,,,,,
26970,27306,27349,26404,,,,,,,,
27176,28330,26940,26252,,,,,,,,
26937,26659,27132,26430,,,,,,,,
26615,28510,25844,26665,,,,,,,,
46414,65145,56860,54291,,,,,,,,
30616,28409,30676,28493,,,,,,,,
27275,27383,27014,27268,,,,,,,,
26456,26760,27183,26143,,,,,,,,
26885,26393,26369,27056,,,,,,,,
26744,26524,27711,26754,,,,,,,,
50079,70870,59552,62412,,,,,,,,
35940,33406,35233,32894,,,,,,,,
32490,31359,33331,31306,,,,,,,,
32054,30723,31484,32191,,,,,,,,
31164,30628,31114,31496,,,,,,,,
31229,31557,30647,31354,,,,,,,,
50426,73066,59564,62375,,,,,,,,
34979,33854,35012,32744,,,,,,,,
32574,30221,32408,30942,,,,,,,,
31067,31369,32244,31912,,,,,,,,
31259,31149,31291,30587,,,,,,,,
31512,31990,32136,32926,,,,,,,,
50884,70415,59277,59312,,,,,,,,
35571,33947,35914,34100,,,,,,,,
32800,31151,32303,31100,,,,,,,,
31372,30770,33141,32746,,,,,,,,
30553,31426,30955,31219,,,,,,,,
32477,31585,31038,30615,,,,,,,,
51121,70300,61079,59439,,,,,,,,
36270,33498,35476,33336,,,,,,,,
32550,31626,32313,30798,,,,,,,,
31811,31064,31461,31380,,,,,,,,
32054,31522,31071,31659,,,,,,,,
31096,31261,30559,31713,,,,,,,,
51694,69923,60610,59497,,,,,,,,
36012,33877,36506,32909,,,,,,,,
32221,32468,32132,30947,,,,,,,,
31771,32348,31933,30719,,,,,,,,
32524,31819,32119,31791,,,,,,,,
31703,30907,31342,31324,,,,,,,,
58110,77234,66111,65145,,,,,,,,
40075,39418,40166,37482,,,,,,,,
38370,35936,37768,36374,,,,,,,,
36344,35784,36581,35703,,,,,,,,
36518,36556,36690,35949,,,,,,,,
36353,35798,35725,36823,,,,,,,,
56653,75179,65982,66467,,,,,,,,
40675,38204,41013,37330,,,,,,,,
37953,36843,38069,35424,,,,,,,,
36868,36500,36526,36540,,,,,,,,
36045,37071,36820,37189,,,,,,,,
36044,35889,36019,35241,,,,,,,,
54345,76037,67280,65601,,,,,,,,
40967,37467,40122,38531,,,,,,,,
37426,36911,36603,35158,,,,,,,,
36529,36166,36327,35540,,,,,,,,
36214,37660,36557,37009,,,,,,,,
35948,36344,36637,35201,,,,,,,,
54497,77482,65538,64698,,,,,,,,
40001,39666,40356,38641,,,,,,,,
38295,36178,37876,35464,,,,,,,,
36965,36577,35829,37032,,,,,,,,
36137,36029,35523,35664,,,,,,,,
35527,35166,35887,35608,,,,,,,,
54958,75129,62468,66697,,,,,,,,
40441,38353,40005,38110,,,,,,,,
37274,35709,37350,35716,,,,,,,,
36439,36427,37252,35077,,,,,,,,
35824,36051,36190,36812,,,,,,,,
37137,36618,35969,35585,,,,,,,,
60200,80629,69466,71803,,,,,,,,
45004,41294,45124,44506,,,,,,,,
43232,41119,41293,40684,,,,,,,,
41558,41345,41210,40637,,,,,,,,
41602,40595,41472,39961,,,,,,,,
41071,40060,40652,41018,,,,,,,,
60810,83154,70789,68807,,,,,,,,
45192,41912,44943,42182,,,,,,,,
42999,40982,42763,40639,,,,,,,,
40731,39750,41500,41082,,,,,,,,
41254,40573,40939,40409,,,,,,,,
40322,40791,40157,41197,,,,,,,,
63045,78912,69996,67955,,,,,,,,
44387,42495,44427,43420,,,,,,,,
42039,40858,42693,41145,,,,,,,,
41663,40889,42890,42138,,,,,,,,
41015,40883,41357,40784,,,,,,,,
41853,40948,41182,41487,,,,,,,,
61572,81228,69819,70437,,,,,,,,
46043,43201,46494,42817,,,,,,,,
43366,41445,41857,40588,,,,,,,,
41527,40998,41511,42081,,,,,,,,
40815,40189,41349,41181,,,,,,,,
40291,41763,40000,40591,,,,,,,,
61443,80223,71143,71121,,,,,,,,
44778,42875,44270,42590,,,,,,,,
42159,40987,42027,41638,,,,,,,,
41527,40681,41057,40785,,,,,,,,
40474,42671,41297,41764,,,,,,,,
40255,41407,40092,41339,,,,,,,,
67048,87716,73970,73188,,,,,,,,
50575,46540,49831,48387,,,,,,,,
46478,45837,46620,46272,,,,,,,,
47661,45721,46852,45780,,,,,,,,
45705,46459,45212,44606,,,,,,,,
46101,46109,46228,45594,,,,,,,,
67403,87858,76874,75456,,,,,,,,
50752,48589,50513,46593,,,,,,,,
48309,45431,46985,45896,,,,,,,,
45488,44900,46643,45990,,,,,,,,
47402,45525,46020,45938,,,,,,,,
46019,45681,45236,45466,,,,,,,,
64744,84662,75825,75994,,,,,,,,
49410,48373,51189,47820,,,,,,,,
46119,46940,46438,44827,,,,,,,,
46970,45097,44516,46179,,,,,,,,
44990,45016,46563,45328,,,,,,,,
45009,45802,46348,45853,,,,,,,,
66086,85257,75371,76740,,,,,,,,
50509,48231,50387,47155,,,,,,,,
46903,44958,47609,46797,,,,,,,,
48103,45045,46897,46591,,,,,,,,
47211,45476,45403,46159,,,,,,,,
46055,45927,46523,46123,,,,,,,,
65611,85574,76708,76420,,,,,,,,
49863,46828,50235,46874,,,,,,,,
46421,45198,47365,45786,,,,,,,,
46248,45034,46173,45029,,,,,,,,
46244,45595,46004,44799,,,,,,,,
45526,45281,45577,46005,,,,,,,,
70698,88066,79313,78629,,,,,,,,
54788,52861,54544,51566,,,,,,,,
52617,49352,51372,49960,,,,,,,,
50878,50416,50715,49332,,,,,,,,
49517,49211,50811,50001,,,,,,,,
50807,50538,50784,50215,,,,,,,,
70602,89991,81326,79485,,,,,,,,
54530,51820,55046,51934,,,,,,,,
51153,49333,51379,49944,,,,,,,,
50291,51360,51141,50176,,,,,,,,
49805,50289,51590,50764,,,,,,,,
50847,50896,49918,51263,,,,,,,,
70817,90375,79485,81719,,,,,,,,
54199,51583,55669,51565,,,,,,,,
50888,51923,52670,50273,,,,,,,,
51207,49480,51102,49718,,,,,,,,
50654,50729,52072,51731,,,,,,,,
51920,50586,49007,50973,,,,,,,,
71985,91706,80258,78332,,,,,,,,
55102,51381,55437,53552,,,,,,,,
52700,50917,51443,51777,,,,,,,,
50738,50341,50236,50011,,,,,,,,
50119,50991,51060,50750,,,,,,,,
49857,50955,49529,49740,,,,,,,,
71011,92215,79987,79039,,,,,,,,
54316,53734,55185,52247,,,,,,,,
52222,49505,52078,49696,,,,,,,,
51700,49769,51168,50960,,,,,,,,
49994,51517,51241,51333,,,,,,,,
50242,51361,51112,51010,,,,,,,,
75445,92861,83513,85048,,,,,,,,
59623,56170,59636,56688,,,,,,,,
55422,55934,56853,55683,,,,,,,,
54486,54619,56577,53871,,,,,,,,
54689,55471,56038,55775,,,,,,,,
55831,54818,55505,54985,,,,,,,,
76120,92475,84580,83070,,,,,,,,
59308,57194,59971,56985,,,,,,,,
56722,54180,57887,55439,,,,,,,,
54918,55960,56634,55632,,,,,,,,
54969,55101,54615,56148,,,,,,,,
55266,55176,55537,55785,,,,,,,,
74926,95027,84125,84478,,,,,,,,
59553,57801,60790,56500,,,,,,,,
57133,56570,56760,55302,,,,,,,,
56358,56111,55600,56213,,,,,,,,
56350,54476,55112,55975,,,,,,,,
54588,54512,54988,54501,,,,,,,,
74717,93863,84509,84581,,,,,,,,
60044,55926,58886,57334,,,,,,,,
57580,56065,56974,54814,,,,,,,,
54758,55250,55677,54679,,,,,,,,
55382,54666,54780,56011,,,,,,,,
55961,55501,56103,53690,,,,,,,,
75059,95594,85050,85509,,,,,,,,
59715,57359,59380,58063,,,,,,,,
56952,54559,56971,55696,,,,,,,,
56069,55247,55036,56910,,,,,,,,
54348,55418,55725,55204,,,,,,,,
55603,54604,55557,54731,,,,,,,,
79639,98061,90854,89611,,,,,,,,
65239,61767,65035,61628,,,,,,,,
62054,59059,61275,59577,,,,,,,,
59663,60389,61010,59551,,,,,,,,
60264,59856,60247,60180,,,,,,,,
60741,61479,59929,59064,,,,,,,,
79359,98815,90216,88331,,,,,,,,
64829,61322,65687,61029,,,,,,,,
62889,59841,62233,59920,,,,,,,,
60131,60491,59904,59843,,,,,,,,
59927,60781,60658,59707,,,,,,,,
60560,59522,61664,60561,,,,,,,,
79287,102231,89596,89634,,,,,,,,
64613,63123,64125,63939,,,,,,,,
62305,60344,61837,60364,,,,,,,,
60832,59696,60955,59975,,,,,,,,
59804,59359,60098,60685,,,,,,,,
59792,60146,59308,58667,,,,,,,,
79743,100114,91174,89888,,,,,,,,
64558,61266,64686,61113,,,,,,,,
61611,61424,61874,60218,,,,,,,,
60813,60464,62545,59853,,,,,,,,
60665,59559,60362,59648,,,,,,,,
60348,60176,61538,60425,,,,,,,,
80534,100052,87961,90192,,,,,,,,
64842,61980,65018,62718,,,,,,,,
61323,61196,62167,60935,,,,,,,,
60623,60827,59765,60323,,,,,,,,
60161,60109,59466,60851,,,,,,,,
60183,59253,60524,58990,,,,,,,,
85113,104937,92529,94524,,,,,,,,
69749,67311,68078,67339,,,,,,,,
67526,64214,66156,65393,,,,,,,,
65384,64026,64251,64960,,,,,,,,
64341,64180,66265,64078,,,,,,,,
64166,65078,65780,66576,,,,,,,,
86191,103704,94227,92600,,,,,,,,
69801,66437,69808,66642,,,,,,,,
67536,65177,66583,64306,,,,,,,,
65327,64454,66568,63889,,,,,,,,
65603,64408,63939,65204,,,,,,,,
64634,64595,63239,63977,,,,,,,,
85256,103595,94071,93443,,,,,,,,
69213,66968,69566,65991,,,,,,,,
67047,65512,67067,65451,,,,,,,,
63209,65444,65790,64754,,,,,,,,
65229,62115,65551,64039,,,,,,,,
65824,64917,64410,66018,,,,,,,,
84107,105677,95886,94804,,,,,,,,
70073,66206,68828,67316,,,,,,,,
67105,64502,66694,64398,,,,,,,,
64816,64792,66112,64599,,,,,,,,
65402,65234,64552,65580,,,,,,,,
65339,63779,65286,63673,,,,,,,,
85220,103049,92932,95578,,,,,,,,
70206,66407,70191,67444,,,,,,,,
67079,65667,66110,64241,,,,,,,,
65302,63829,66078,64831,,,,,,,,
64754,64989,66021,66061,,,,,,,,
64316,65467,65003,63716,,,,,,,,
89246,111131,97578,97172,,,,,,,,
73928,71484,74217,71839,,,,,,,,
70679,70123,69842,69675,,,,,,,,
70299,70148,70351,70842,,,,,,,,
69255,69761,69018,69475,,,,,,,,
69633,69290,68667,69730,,,,,,,,
89941,108528,99451,99517,,,,,,,,
74137,72523,74569,71285,,,,,,,,
72217,68462,72706,70529,,,,,,,,
71883,69660,71280,68744,,,,,,,,
69790,69968,69265,69696,,,,,,,,
69986,69619,68439,71066,,,,,,,,
90812,107543,98220,98326,,,,,,,,
75595,71306,74532,71439,,,,,,,,
70478,70415,71364,69339,,,,,,,,
69716,69620,70810,70096,,,,,,,,
68917,68180,70041,69764,,,,,,,,
68588,68717,69992,69494,,,,,,,,
89047,108072,99397,98497,,,,,,,,
73134,70835,74024,71602,,,,,,,,
71759,69249,71452,70169,,,,,,,,
71237,69550,71709,69315,,,,,,,,
69534,69123,70200,68714,,,,,,,,
69976,68959,69910,69536,,,,,,,,
88504,108173,97644,97694,,,,,,,,
74153,72048,75240,72317,,,,,,,,
71327,69033,72134,70150,,,,,,,,
69900,69779,70701,68924,,,,,,,,
69272,69675,70550,69833,,,,,,,,
70399,70473,69792,69953,,,,,,,,
94182,114192,103532,103461,,,,,,,,
78671,76919,80684,76646,,,,,,,,
75739,75864,74546,74934,,,,,,,,
74644,74213,75484,74847,,,,,,,,
75002,75238,75462,74709,,,,,,,,
74996,73813,74611,74178,,,,,,,,
95511,112482,103952,102547,,,,,,,,
78937,77279,80171,76031,,,,,,,,
76223,73593,75850,75143,,,,,,,,
75757,75252,76029,74862,,,,,,,,
75428,74575,73733,75406,,,,,,,,
74294,73845,75441,73868,,,,,,,,
95474,112414,102903,103475,,,,,,,,
78389,76688,78047,76082,,,,,,,,
75927,73023,76056,74030,,,,,,,,
75484,74552,75484,73123,,,,,,,,
74926,74068,74253,74472,,,,,,,,
74310,75378,75688,74959,,,,,,,,
96295,113724,103771,103181,,,,,,,,
78884,75374,77075,76481,,,,,,,,
76691,74809,77193,74584,,,,,,,,
75126,74440,76181,74987,,,,,,,,
73646,73834,74969,74329,,,,,,,,
74334,73531,76651,75339,,,,,,,,
94613,113695,103446,104103,,,,,,,,
77871,75444,78023,76210,,,,,,,,
76369,73703,75344,74926,,,,,,,,
75121,74565,74543,73572,,,,,,,,
74573,74684,73438,73101,,,,,,,,
75843,74810,74092,74405,,,,,,,,
100508,117156,109035,106824,,,,,,,,
83676,80813,82940,81615,,,,,,,,
82512,79764,81435,78877,,,,,,,,
80389,79177,78467,78919,,,,,,,,
80167,77961,78954,78449,,,,,,,,
79670,80487,80287,79208,,,,,,,,
99418,117776,108994,110199,,,,,,,,
83693,80765,85144,82465,,,,,,,,
80249,79238,81300,79292,,,,,,,,
79996,79652,80266,79040,,,,,,,,
78872,78487,78391,78041,,,,,,,,
79876,79455,80362,79480,,,,,,,,
98426,117378,108114,107117,,,,,,,,
84711,80701,82008,80994,,,,,,,,
80951,78407,80508,79556,,,,,,,,
79793,78441,81022,79132,,,,,,,,
80042,80078,80102,78858,,,,,,,,
78948,79070,79815,77880,,,,,,,,
99020,117822,107535,110060,,,,,,,,
84599,81269,84112,81719,,,,,,,,
81319,79135,81001,80920,,,,,,,,
79455,79133,81031,78876,,,,,,,,
79005,77882,79597,78979,,,,,,,,
79632,79638,78608,78984,,,,,,,,
99853,117751,108643,109235,,,,,,,,
84478,80125,83267,81845,,,,,,,,
81713,78911,80899,79864,,,,,,,,
79246,78992,79442,80101,,,,,,,,
78422,78578,81062,79877,,,,,,,,
78997,78695,78312,79328,,,,,,,,
103857,121559,114954,112635,,,,,,,,
89281,86069,90446,86012,,,,,,,,
86927,84140,86540,81963,,,,,,,,
84603,84267,84523,85064,,,,,,,,
83155,83359,84940,84007,,,,,,,,
83844,83710,84416,84716,,,,,,,,
103408,123605,113200,112626,,,,,,,,
88602,85589,87943,86374,,,,,,,,
86148,82867,86312,83342,,,,,,,,
84443,84325,85709,85085,,,,,,,,
84412,84985,83797,82814,,,,,,,,
84158,84501,84494,85055,,,,,,,,
103611,123174,112614,111960,,,,,,,,
87031,86091,88804,86598,,,,,,,,
85918,85132,85605,84131,,,,,,,,
85680,84227,84434,84968,,,,,,,,
84002,84669,85086,84621,,,,,,,,
84789,83790,82647,83774,,,,,,,,
104452,123592,115132,112562,,,,,,,,
89306,86324,88467,86633,,,,,,,,
85399,83874,84891,83679,,,,,,,,
84804,84839,84539,85984,,,,,,,,
85596,83023,84373,84261,,,,,,,,
85805,84011,85302,83881,,,,,,,,
103018,122084,112233,112325,,,,,,,,
87835,85538,88830,84952,,,,,,,,
85586,83570,85072,83058,,,,,,,,
83905,82699,84697,85305,,,,,,,,
84039,84484,85176,83913,,,,,,,,
85277,84277,84089,83417,,,,,,,,
107478,127041,117953,116977,,,,,,,,
92000,90690,94188,91538,,,,,,,,
90633,88917,89346,88363,,,,,,,,
89839,88505,90977,87969,,,,,,,,
89217,88057,89741,88046,,,,,,,,
89305,88505,88902,88870,,,,,,,,
108966,129843,119538,117595,,,,,,,,
94022,90199,94409,90883,,,,,,,,
91328,86661,91066,88337,,,,,,,,
90128,89371,89639,89655,,,,,,,,
88466,88162,89878,89177,,,,,,,,
90018,89040,88895,89597,,,,,,,,
108354,126090,117890,119452,,,,,,,,
92783,91751,93949,91642,,,,,,,,
90390,89910,90608,88337,,,,,,,,
90220,88684,90293,88613,,,,,,,,
88999,89351,88714,87898,,,,,,,,
89008,89481,88382,89027,,,,,,,,
108595,129374,117182,117390,,,,,,,,
94223,89768,94210,90463,,,,,,,,
89931,88814,91326,89265,,,,,,,,
88701,88624,89569,90291,,,,,,,,
88989,88904,89555,89039,,,,,,,,
89824,90159,88609,88023,,,,,,,,
109071,125942,118877,117855,,,,,,,,
93499,90697,92789,89214,,,,,,,,
90910,88672,89708,89368,,,,,,,,
89459,89578,89632,88327,,,,,,,,
87003,87567,90657,88780,,,,,,,,
88494,88364,88619,89583,,,,,,,,
112371,131529,124235,122543,,,,,,,,
98017,96375,97291,94348,,,,,,,,
93577,94191,95363,92757,,,,,,,,
94126,93008,95587,93605,,,,,,,,
94082,93517,95120,94449,,,,,,,,
92762,92539,93491,94829,,,,,,,,
114523,134900,123044,121728,,,,,,,,
98786,95488,97975,95237,,,,,,,,
95715,93145,95975,93825,,,,,,,,
94376,93370,95221,93020,,,,,,,,
93651,93456,94655,94048,,,,,,,,
94107,94296,93852,92677,,,,,,,,
112443,132575,122657,121607,,,,,,,,
98617,95262,98175,95656,,,,,,,,
95138,94874,95234,92661,,,,,,,,
94878,94526,93314,92872,,,,,,,,
94405,93504,94267,92957,,,,,,,,
91608,93743,94836,93474,,,,,,,,
114833,133561,122683,122651,,,,,,,,
98457,96900,98149,95313,,,,,,,,
94922,92768,96182,93765,,,,,,,,
92466,94007,96037,94180,,,,,,,,
94364,94745,93921,94662,,,,,,,,
91439,93803,91272,94757,,,,,,,,
113497,130141,123353,123298,,,,,,,,
98008,95830,99003,94802,,,,,,,,
93128,94488,96185,94274,,,,,,,,
94075,93916,94417,95285,,,,,,,,
93405,94641,94402,93959,,,,,,,,
94389,93067,94159,91740,,,,,,,,
117590,138688,128766,125414,,,,,,,,
103201,99496,103157,99669,,,,,,,,
101086,98934,100613,98249,,,,,,,,
99498,98693,100696,100310,,,,,,,,
97406,99441,100050,97993,,,,,,,,
96537,98469,98732,97755,,,,,,,,
118150,137374,127693,128541,,,,,,,,
102122,100052,102411,98265,,,,,,,,
100482,98076,100466,99896,,,,,,,,
99425,98478,98637,96983,,,,,,,,
98977,97731,99287,99299,,,,,,,,
97958,97815,99943,97855,,,,,,,,
118529,137016,126784,126860,,,,,,,,
103480,100543,100846,101861,,,,,,,,
100293,99977,100182,98561,,,,,,,,
99081,98450,98949,100388,,,,,,,,
98731,98963,98321,97684,,,,,,,,
97350,97755,97697,96782,,,,,,,,
118461,135875,126376,128480,,,,,,,,
101923,99307,101214,101559,,,,,,,,
99018,99678,99270,99016,,,,,,,,
98606,95895,99744,98644,,,,,,,,
97145,97430,98232,97472,,,,,,,,
98167,99040,99739,97855,,,,,,,,
118990,137763,126744,126550,,,,,,,,
102473,99724,102710,98994,,,,,,,,
98818,99010,100780,98830,,,,,,,,
99815,99583,98263,97440,,,,,,,,
97734,97157,98381,98583,,,,,,,,
100510,97919,96797,98810,,,,,,,,
122114,142573,132795,131079,,,,,,,,
107462,105932,107732,106011,,,,,,,,
105193,103941,104905,102038,,,,,,,,
103100,102811,105358,103654,,,,,,,,
102852,102953,103884,103891,,,,,,,,
103801,101740,102336,102750,,,,,,,,
123310,142360,130288,132227,,,,,,,,
108294,104409,106397,104860,,,,,,,,
103893,104072,105684,104608,,,,,,,,
103782,102065,103171,102944,,,,,,,,
102705,102511,103037,101935,,,,,,,,
103154,103997,104227,102408,,,,,,,,
123211,142783,133980,131267,,,,,,,,
107849,104560,109084,105700,,,,,,,,
104343,103648,105971,104158,,,,,,,,
102704,101825,104140,102242,,,,,,,,
103414,102454,102472,102407,,,,,,,,
103548,102678,103777,103086,,,,,,,,
124807,141371,132352,131441,,,,,,,,
107750,105542,107676,105091,,,,,,,,
106083,104303,104297,104879,,,,,,,,
102615,103108,104910,103736,,,,,,,,
102288,104090,103132,103145,,,,,,,,
103781,103075,103796,101797,,,,,,,,
124932,143005,131050,131431,,,,,,,,
106901,105103,107786,104670,,,,,,,,
104575,103526,104762,102332,,,,,,,,
104869,102658,103394,102954,,,,,,,,
104026,103074,104718,104563,,,,,,,,
102878,103232,102699,101545,,,,,,,,
128388,146433,135898,135394,,,,,,,,
113238,109411,111871,110811,,,,,,,,
109734,108957,109144,107233,,,,,,,,
109969,108283,108641,107969,,,,,,,,
108335,107268,108787,107285,,,,,,,,
106823,107719,108795,109204,,,,,,,,
127992,147547,136969,137115,,,,,,,,
112392,110354,113617,110970,,,,,,,,
110122,108728,108826,107907,,,,,,,,
107579,108025,110122,107807,,,,,,,,
107390,108593,110537,108054,,,,,,,,
107673,107373,107696,108245,,,,,,,,
126588,148088,135348,135367,,,,,,,,
110413,111084,113384,109591,,,,,,,,
110465,109636,108452,107638,,,,,,,,
107999,108904,108807,107495,,,,,,,,
110530,106942,107943,108965,,,,,,,,
109203,106201,107770,108548,,,,,,,,
128346,149165,137389,136412,,,,,,,,
112167,109699,113398,109562,,,,,,,,
110507,107836,108386,106921,,,,,,,,
109015,107109,108481,107715,,,,,,,,
107963,107037,107942,107741,,,,,,,,
109274,106354,108073,106964,,,,,,,,
128053,148107,136188,136452,,,,,,,,
112150,110689,112353,110620,,,,,,,,
107435,107748,109723,109205,,,,,,,,
109646,106461,108678,107204,,,,,,,,
107073,107844,108837,109081,,,,,,,,
108922,108213,107782,106493,,,,,,,,
132457,153087,140876,140636,,,,,,,,
117876,115503,116687,115576,,,,,,,,
114025,113396,114582,113457,,,,,,,,
113017,111998,114295,112404,,,,,,,,
113728,113503,113829,112696,,,,,,,,
111851,111017,113387,111914,,,,,,,,
133364,151448,143052,141328,,,,,,,,
117670,114937,115378,114306,,,,,,,,
113783,113085,114354,112483,,,,,,,,
114460,113180,111996,112844,,,,,,,,
114665,112707,112805,112493,,,,,,,,
112272,112461,112165,112617,,,,,,,,
132225,153543,141401,141681,,,,,,,,
115522,114753,117100,114328,,,,,,,,
114472,113245,114488,112292,,,,,,,,
114269,112822,112832,113184,,,,,,,,
114592,111435,112013,112935,,,,,,,,
112975,112317,112020,112444,,,,,,,,
131730,152417,142259,140489,,,,,,,,
